issn,doi-num,on_crossref,reference,asserted-by-cr,asserted-by-pub,ref-undefined,ref-num,year,doi
1451-2092 2406-128X,1,1,1,26,0,4,30,,10.5937/fme2103740A
2217-5458 2620-0228,1,1,1,7,0,8,15,,10.5937/etp2102017K
2217-5458 2620-0228,1,1,1,30,0,6,36,,10.5937/etp2102038S
2217-5458 2620-0228,1,1,1,9,0,16,25,,10.5937/etp2103064M
2000-8686,1,1,1,0,4,1,5,,10.1080/20008686.2017.1323532
0104-0219 2318-9312,1,1,1,0,19,16,35,,10.14450/2318-9312.v32.e4.a2020.pp353-365
0104-0219 2318-9312,1,1,1,0,9,16,25,,10.14450/2318-9312.v25.e2.a2013.pp71-75
0104-0219 2318-9312,1,1,1,1,13,9,23,,10.14450/2318-9312.v28.e1.a2016.pp40-46
2302-707X 2540-8828,1,1,1,0,8,19,27,,10.20473/jbk.v10i1.2021.68-75
2302-707X 2540-8828,1,1,1,0,19,15,34,,10.20473/jbk.v10i1.2021.94-104
1687-4285,1,1,1,2,0,12,14,,10.1016/j.ejar.2014.07.005
1913-4126,1,1,1,0,7,4,11,,10.20982/tqmp.11.3.p139
1913-4126,1,1,1,6,7,7,20,,10.20982/tqmp.16.4.p281
1339-0015,1,1,1,14,0,4,18,,10.2478/jamsi-2018-0010
2084-8838,1,1,1,0,1,26,27,,10.1515/ami-2016-0005
2084-8838,1,1,1,15,0,56,71,,10.1515/ami-2018-0006
2084-8838,1,1,1,0,0,17,17,,10.2478/ami-2014-0003
2251-9920,1,1,1,1,18,3,22,,10.15171/jcs.2019.007
2251-9920,1,1,1,3,29,6,38,,10.15171/jcs.2018.006
2251-9920,1,1,1,1,36,4,41,,10.34172/jcs.2021.010
1751-8644 1751-8652,1,1,1,0,34,1,35,,10.1049/cth2.12201
1751-8644 1751-8652,1,1,1,3,21,8,32,,10.1049/cth2.12211
0033-4952 2421-5848,1,1,1,0,4,0,4,,10.4000/qds.971
0033-4952 2421-5848,1,1,1,0,9,0,9,,10.4000/qds.1011
0033-4952 2421-5848,1,1,1,0,14,0,14,,10.4000/qds.810
2071-1395 2398-7812,1,1,1,4,0,33,37,,10.1108/APJIE-04-2017-022
2221-7185 2658-5707,1,1,1,0,23,0,23,,10.26442//22217185.2021.2.200859
2221-7185 2658-5707,1,1,1,0,2,0,2,,10.26442/22217185.2020.2.200266
2221-7185 2658-5707,1,1,1,0,18,0,18,,10.26442/22217185.2020.3.200408
2221-7185 2658-5707,1,1,1,0,9,0,9,,10.26442/22217185.2020.4.200565
2221-7185 2658-5707,1,1,1,7,2,9,18,,10.26442/22217185.2021.1.200767
2221-7185 2658-5707,1,1,1,0,28,8,36,,10.17816/22217185.2021.3.201027
2699-9404,1,1,1,41,0,10,51,,10.1055/s-0041-1728689
2699-9404,1,1,1,17,1,1,19,,10.1055/s-0041-1732481
2699-9404,1,1,1,54,2,1,57,,10.1055/s-0041-1735590
2673-611X,1,1,1,6,44,18,68,,10.3389/fcosc.2021.752953
2673-611X,1,1,1,1,81,17,99,,10.3389/fcosc.2021.752213
2052-4439,1,1,1,1,3,4,8,,10.1136/bmjresp-2021-001120
2052-4439,1,1,1,7,9,11,27,,10.1136/bmjresp-2021-000980
1757-4676 1757-4684,1,1,1,0,54,2,56,,10.15252/emmm.202115098
1757-4676 1757-4684,1,1,1,0,80,2,82,,10.15252/emmm.202114544
1757-4676 1757-4684,1,1,1,0,46,3,49,,10.15252/emmm.202013787
2673-561X,1,1,1,28,17,24,69,,10.3389/fpain.2021.770511
2673-561X,1,1,1,29,30,11,70,,10.3389/fpain.2021.750523
2673-561X,1,1,1,0,24,1,25,,10.3389/fpain.2021.692250
2397-7604,1,1,1,22,0,34,56,,10.1108/JRIT-08-2017-0015
1751-9659 1751-9667,1,1,1,8,30,21,59,,10.1049/ipr2.12343
1751-9659 1751-9667,1,1,1,2,19,6,27,,10.1049/ipr2.12348
1751-9659 1751-9667,1,1,1,12,38,7,57,,10.1049/ipr2.12341
1751-9659 1751-9667,1,1,1,16,3,16,35,,10.1049/ipr2.12342
1751-9659 1751-9667,1,1,1,1,32,9,42,,10.1049/ipr2.12345
2432-3853,1,1,1,21,0,0,21,,10.23922/jarc.2016-013
2432-3853,1,1,1,10,0,0,10,,10.23922/jarc.2020-077
2300-9896 2658-1442,1,1,1,1,11,8,20,,10.19206/CE-141583
2300-9896 2658-1442,1,1,1,0,19,2,21,,10.19206/CE-141541
2300-9896 2658-1442,1,1,1,0,6,5,11,,10.19206/CE-141263
2300-9896 2658-1442,1,1,1,0,6,2,8,,10.19206/CE-141312
2300-9896 2658-1442,1,1,1,0,5,6,11,,10.19206/CE-141740
2300-9896 2658-1442,1,1,1,1,1,9,11,,10.19206/CE-141738
1687-8787 1687-8795,1,1,1,41,79,48,168,,10.1155/2013/876132
2271-6092,1,1,1,0,12,0,12,,10.4000/edso.1178
2271-6092,1,1,1,0,6,0,6,,10.4000/edso.1282
2271-6092,1,1,1,0,5,0,5,,10.4000/edso.270
2271-6092,1,1,1,0,3,0,3,,10.4000/edso.6250
2271-6092,1,1,1,0,14,0,14,,10.4000/edso.11782
2271-6092,1,1,1,0,2,0,2,,10.4000/edso.14798
1752-1416 1752-1424,1,1,1,0,1,0,1,,10.1049/rpg2.12283
1752-1416 1752-1424,1,1,1,0,19,5,24,,10.1049/rpg2.12306
1752-1416 1752-1424,1,1,1,2,39,0,41,,10.1049/rpg2.12307
1752-1416 1752-1424,1,1,1,3,28,10,41,,10.1049/rpg2.12295
1752-1416 1752-1424,1,1,1,8,46,5,59,,10.1049/rpg2.12272
2193-8253 2193-6536,1,1,1,1,52,0,53,,10.1007/s40120-019-00164-5
2193-8253 2193-6536,1,1,1,8,64,3,75,,10.1007/s40120-019-00166-3
1687-4137 2090-5394,1,1,1,0,9,4,13,,10.1186/s43159-019-0006-8
1687-4137 2090-5394,1,1,1,0,36,8,44,,10.1186/s43159-021-00130-7
1687-4137 2090-5394,1,1,1,0,12,7,19,,10.1186/s43159-021-00133-4
2665-1513 2711-0532,1,1,1,0,8,18,26,,10.37979/afb.2020v3n2.74
2665-1513 2711-0532,1,1,1,1,12,8,21,,10.37979/afb.2020v3n2.68
2228-6497,1,1,1,0,11,1,12,,10.34172/hpp.2020.44
2228-6497,1,1,1,1,7,5,13,,10.34172/hpp.2020.26
2228-6497,1,1,1,0,1,3,4,,10.15171/hpp.2017.20
2228-6497,1,1,1,1,33,8,42,,10.34172/hpp.2020.23
2313-2396 2313-6693,1,1,1,1,6,5,12,,https://doi.org/10.26565/2313-6693-2020-40-06
2313-2396 2313-6693,1,1,1,0,4,3,7,,https://doi.org/10.26565/2313-6693-2020-40-15
2199-1006,1,1,1,1,10,0,11,,10.14293/S2199-1006.1.SOR-LIFE.A67837.v1
2199-1006,1,1,1,16,83,98,197,,10.14293/S2199-1006.1.SOR-LIFE.ALTCE1.v1
2397-0928,1,1,1,0,0,52,52,,10.14324/111.444.ljcs.2019v34.009
2397-0928,1,1,1,4,0,90,94,,10.14324/111.444.ljcs.2019v34.004
2397-0928,1,1,1,2,0,18,20,,10.14324/111.444.ljcs.2018v33.005
2397-0928,1,1,1,1,0,37,38,,10.14324/111.444.ljcs.2019v34.007
2515-7086,1,1,1,1,0,6,7,,10.14324/FEJ.03.1.03
2515-7086,1,1,1,1,0,9,10,,10.14324/FEJ.03.2.02
2051-5804,1,1,1,2,0,20,22,,10.14324/111.444.ijsp.2014.v3.1.006
2051-5804,1,1,1,8,0,35,43,,10.14324/111.444.ijsp.2017.v6.1.002
2051-5804,1,1,1,1,0,10,11,,10.14324/111.444.ijsp.2015.v4.1.008
2051-5804,1,1,1,9,0,30,39,,10.14324/111.444.ijsp.2015.v4.1.013
2051-5804,1,1,1,0,0,24,24,,10.14324/111.444.ijsp.2015.v4.1.011
2051-5804,1,1,1,0,0,9,9,,10.14324/111.444.ijsp.2017.12
1976-6696 1976-670X,1,1,1,3,27,3,33,,http://dx.doi.org/10.5483/BMBRep.2013.46.2.220
1976-6696 1976-670X,1,1,1,35,2,2,39,,http://dx.doi.org/10.5483/BMBRep.2013.46.7.018
2468-2179 2468-2284,1,1,1,39,0,4,43,,10.1016/j.jsamd.2017.07.005
1900-6586 2500-7645,1,1,1,2,9,21,32,,10.21830/19006586.359
2212-3717,1,1,1,16,0,19,35,,10.1016/j.wri.2017.04.001
1131-5598 1988-2408,1,1,1,0,0,23,23,,10.5209/ARIS.53960
1131-5598 1988-2408,1,1,1,1,0,27,28,,10.5209/ARIS.55505
2205-149X 2205-2062,1,1,1,7,0,18,25,,10.1108/JWAM-08-2016-0013
2090-0201 2090-021X,1,1,1,8,20,0,28,,10.1155/2012/247280
1179-173X,1,1,1,0,29,4,33,,10.1177/1179173X211053357
2227-7382,1,1,1,3,37,1,41,,10.3390/proteomes6010002
2227-7382,1,1,1,1,35,4,40,,10.3390/proteomes5040030
1751-8822 1751-8830,1,1,1,5,29,4,38,,10.1049/smt2.12084
1751-8822 1751-8830,1,1,1,2,25,4,31,,10.1049/smt2.12086
2468-080X,1,1,1,0,50,2,52,,10.1063/5.0053621
2468-080X,1,1,1,0,71,2,73,,10.1063/1.5139023
2213-5766,1,1,1,42,0,16,58,,10.1016/j.epsc.2017.07.011
1449-4035 1839-3373,1,1,1,4,15,32,51,,10.1080/14494035.2018.1427602
2050-9006,1,1,1,8,0,24,32,,10.14324/111.444.amps.2014v6i2.001
2050-9006,1,1,1,2,0,30,32,,10.14324/111.444.amps.2014v4i3.001
2712-7672 2713-2919,1,1,1,1,1,6,8,,10.17650/2712-7672-2020-1-2-64-71
2712-7672 2713-2919,1,1,1,0,12,7,19,,10.17650/2712-7672-2020-1-2-14-20
2712-7672 2713-2919,1,1,1,0,3,0,3,,10.17816/CP70
1474-8460 1474-8479,1,1,1,0,1,2,3,,10.14324/LRE.18.3.16
1474-8460 1474-8479,1,1,1,0,1,0,1,,10.14324/LRE.18.3.15
1474-8460 1474-8479,1,1,1,1,0,1,2,,10.14324/LRE.18.3.18
2272-6977 2257-6614,1,1,1,29,0,22,51,,10.1051/ocl/2021037
1505-9057 2353-1908,1,1,1,0,0,7,7,,10.18778/1505-9057.58.23
1505-9057 2353-1908,1,1,1,0,0,24,24,,10.18778/1505-9057.58.19
1505-9057 2353-1908,1,1,1,0,0,7,7,,10.18778/1505-9057.58.13
1505-9057 2353-1908,1,1,1,6,0,43,49,,10.18778/1505-9057.58.12
1505-9057 2353-1908,1,1,1,2,0,23,25,,10.18778/1505-9057.58.11
1505-9057 2353-1908,1,1,1,0,0,5,5,,10.18778/1505-9057.58.10
1505-9057 2353-1908,1,1,1,5,0,28,33,,10.18778/1505-9057.61.03
1782-1592 2033-7485,1,1,1,0,3,0,3,,10.4000/rsa.608
1782-1592 2033-7485,1,1,1,0,13,0,13,,10.4000/rsa.3268
1782-1592 2033-7485,1,1,1,0,6,0,6,,10.4000/rsa.1755
1782-1592 2033-7485,1,1,1,0,2,0,2,,10.4000/rsa.734
1782-1592 2033-7485,1,1,1,0,12,0,12,,10.4000/rsa.1203
1782-1592 2033-7485,1,1,1,0,15,0,15,,10.4000/rsa.1119
1782-1592 2033-7485,1,1,1,0,2,0,2,,10.4000/rsa.3310
1907-817X,1,1,1,0,7,1,8,,10.14710/presipitasi.v17i3.272-283
1983-9472 2526-7280,1,1,1,1,0,11,12,,10.46401/ajh.2009.v1.3905
1983-9472 2526-7280,1,1,1,5,0,31,36,,10.46401/ajh.2015.v7.2927
1996-9457 1996-9465,1,1,1,3,0,7,10,,10.5194/dwes-10-69-2017
0208-6069 2450-2782,1,1,1,23,0,20,43,,10.18778/0208-6069.96.03
2730-664X,1,1,1,0,31,3,34,,10.1038/s43856-021-00036-w
2730-664X,1,1,1,3,72,0,75,,10.1038/s43856-021-00033-z
2730-664X,1,1,1,1,15,2,18,,10.1038/s43856-021-00037-9
2405-6650,1,1,1,28,0,3,31,,10.1016/j.emcon.2016.05.002
2405-6650,1,1,1,34,0,7,41,,10.1016/j.emcon.2016.05.003
2100-014X,1,1,1,2,0,7,9,,10.1051/epjconf/202125503004
2100-014X,1,1,1,9,0,0,9,,10.1051/epjconf/202125504003
2100-014X,1,1,1,10,0,0,10,,10.1051/epjconf/202125511001
2100-014X,1,1,1,5,0,4,9,,10.1051/epjconf/202125511005
2100-014X,1,1,1,6,0,0,6,,10.1051/epjconf/202125512009
2100-014X,1,1,1,31,0,5,36,,10.1051/epjconf/202125307003
2100-014X,1,1,1,14,0,0,14,,10.1051/epjconf/202125301001
2100-014X,1,1,1,10,0,8,18,,10.1051/epjconf/202125301005
2100-014X,1,1,1,18,0,6,24,,10.1051/epjconf/202125303005
2100-014X,1,1,1,6,0,0,6,,10.1051/epjconf/202125304020
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.0c00482
2374-7951,1,1,1,0,47,2,49,,10.1021/acscentsci.0c00514
2374-7951,1,1,1,0,35,1,36,,10.1021/acscentsci.0c00755
2374-7951,1,1,1,0,7,1,8,,10.1021/acscentsci.0c00164
2374-7951,1,1,1,0,54,0,54,,10.1021/acscentsci.0c00260
2374-7951,1,1,1,0,36,7,43,,10.1021/acscentsci.0c00229
2374-7951,1,1,1,0,99,10,109,,10.1021/acscentsci.0c00988
2374-7951,1,1,1,0,7,0,7,,10.1021/acscentsci.0c01539
2374-7951,1,1,1,1,3,5,9,,10.1021/acscentsci.0c01637
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.0c01549
2374-7951,1,1,1,2,40,0,42,,10.1021/acscentsci.0c00679
2374-7951,1,1,1,1,39,1,41,,10.1021/acscentsci.0c01309
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.1c00108
2374-7951,1,1,1,0,66,3,69,,10.1021/acscentsci.0c01621
2374-7951,1,1,1,0,73,0,73,,10.1021/acscentsci.1c00200
2374-7951,1,1,1,1,65,3,69,,10.1021/acscentsci.1c00024
2374-7951,1,1,1,0,48,2,50,,10.1021/acscentsci.1c00085
2374-7951,1,1,1,0,55,2,57,,10.1021/acscentsci.1c00604
2374-7951,1,1,1,0,38,2,40,,10.1021/acscentsci.1c00611
2374-7951,1,1,1,0,42,3,45,,10.1021/acscentsci.1c00540
2374-7951,1,1,1,1,26,3,30,,10.1021/acscentsci.1c00890
2374-7951,1,1,1,2,44,4,50,,10.1021/acscentsci.1c00960
2374-7951,1,1,1,1,55,3,59,,10.1021/acscentsci.1c00724
2374-7951,1,1,1,0,40,0,40,,10.1021/acscentsci.1c01067
2374-7951,1,1,1,1,62,2,65,,10.1021/acscentsci.7b00556
2374-7951,1,1,1,1,95,2,98,,10.1021/acscentsci.8b00005
2374-7951,1,1,1,5,80,15,100,,10.1021/acscentsci.7b00550
2374-7951,1,1,1,0,11,0,11,,10.1021/acscentsci.8b00077
2374-7951,1,1,1,2,59,4,65,,10.1021/acscentsci.8b00903
2374-7951,1,1,1,0,41,3,44,,10.1021/acscentsci.9b00044
2374-7951,1,1,1,1,57,5,63,,10.1021/acscentsci.9b00130
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.9b00387
2374-7951,1,1,1,1,32,2,35,,10.1021/acscentsci.9b00625
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.9b01284
2374-7951,1,1,1,0,33,0,33,,10.1021/acscentsci.8b00335
2374-7951,1,1,1,2,55,1,58,,10.1021/acscentsci.8b00379
2374-7951,1,1,1,0,58,0,58,,10.1021/acscentsci.8b00401
2374-7951,1,1,1,1,44,0,45,,10.1021/acscentsci.8b00822
2374-7951,1,1,1,0,52,7,59,,10.1021/acscentsci.9b00619
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.0c00087
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.8b00167
2374-7951,1,1,1,0,132,1,133,,10.1021/acscentsci.8b00423
2374-7951,1,1,1,6,43,16,65,,10.1021/acscentsci.8b00700
2374-7951,1,1,1,0,44,0,44,,10.1021/acscentsci.9b00220
2374-7951,1,1,1,0,39,0,39,,10.1021/acscentsci.9b00590
2374-7951,1,1,1,1,72,6,79,,10.1021/acscentsci.9b01277
2374-7951,1,1,1,1,92,4,97,,10.1021/acscentsci.8b00229
2374-7951,1,1,1,0,16,5,21,,10.1021/acscentsci.8b00285
2374-7951,1,1,1,5,42,1,48,,10.1021/acscentsci.8b00882
2374-7951,1,1,1,0,81,1,82,,10.1021/acscentsci.9b00102
2374-7951,1,1,1,0,52,1,53,,10.1021/acscentsci.9b00423
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.9b00832
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.9b00887
2374-7951,1,1,1,1,175,5,181,,10.1021/acscentsci.9b01139
2374-7951,1,1,1,0,70,6,76,,10.1021/acscentsci.7b00555
2374-7951,1,1,1,2,88,1,91,,10.1021/acscentsci.7b00432
2374-7951,1,1,1,1,87,1,89,,10.1021/acscentsci.8b00369
2374-7951,1,1,1,0,6,0,6,,10.1021/acscentsci.8b00706
2374-7951,1,1,1,4,65,6,75,,10.1021/acscentsci.9b00372
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.9b00461
2374-7951,1,1,1,1,39,0,40,,10.1021/acscentsci.7b00577
2374-7951,1,1,1,0,8,0,8,,10.1021/acscentsci.8b00156
2374-7951,1,1,1,0,41,0,41,,10.1021/acscentsci.7b00582
2374-7951,1,1,1,0,60,0,60,,10.1021/acscentsci.8b00042
2374-7951,1,1,1,0,35,3,38,,10.1021/acscentsci.8b00108
2374-7951,1,1,1,0,35,2,37,,10.1021/acscentsci.8b00168
2374-7951,1,1,1,0,50,0,50,,10.1021/acscentsci.8b00257
2374-7951,1,1,1,2,26,0,28,,10.1021/acscentsci.8b00193
2374-7951,1,1,1,0,1,0,1,,10.1021/acscentsci.8b00430
2374-7951,1,1,1,0,6,1,7,,10.1021/acscentsci.8b00492
2374-7951,1,1,1,0,51,0,51,,10.1021/acscentsci.8b00471
2374-7951,1,1,1,1,107,4,112,,10.1021/acscentsci.8b00628
2374-7951,1,1,1,0,37,0,37,,10.1021/acscentsci.8b00568
2374-7951,1,1,1,3,59,6,68,,10.1021/acscentsci.8b00669
2374-7951,1,1,1,2,92,0,94,,10.1021/acscentsci.8b00773
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.9b00099
2374-7951,1,1,1,1,32,10,43,,10.1021/acscentsci.9b00055
2374-7951,1,1,1,0,34,0,34,,10.1021/acscentsci.9b00163
2374-7951,1,1,1,0,84,4,88,,10.1021/acscentsci.9b00194
2374-7951,1,1,1,0,58,1,59,,10.1021/acscentsci.9b00052
2374-7951,1,1,1,1,88,0,89,,10.1021/acscentsci.9b00300
2374-7951,1,1,1,0,45,2,47,,10.1021/acscentsci.9b00403
2374-7951,1,1,1,0,8,1,9,,10.1021/acscentsci.9b00910
2374-7951,1,1,1,2,73,4,79,,10.1021/acscentsci.9b00193
2374-7951,1,1,1,1,74,1,76,,10.1021/acscentsci.9b00093
2374-7951,1,1,1,0,61,0,61,,10.1021/acscentsci.9b00053
2374-7951,1,1,1,3,99,1,103,,10.1021/acscentsci.8b00755
2374-7951,1,1,1,1,9,0,10,,10.1021/acscentsci.9b00320
2374-7951,1,1,1,0,139,0,139,,10.1021/acscentsci.0c00251
2374-7951,1,1,1,3,36,20,59,,10.1021/acscentsci.9b00804
2374-7951,1,1,1,0,51,0,51,,10.1021/acscentsci.0c00411
2374-7951,1,1,1,2,47,2,51,,10.1021/acscentsci.9b00743
2374-7951,1,1,1,1,63,0,64,,10.1021/acscentsci.0c00385
2374-7951,1,1,1,0,53,0,53,,10.1021/acscentsci.0c00568
2374-7951,1,1,1,0,28,2,30,,10.1021/acscentsci.9b01006
2374-7951,1,1,1,0,44,0,44,,10.1021/acscentsci.9b00982
2374-7951,1,1,1,0,59,1,60,,10.1021/acscentsci.9b01042
2374-7951,1,1,1,1,46,0,47,,10.1021/acscentsci.0c00953
2374-7951,1,1,1,1,66,7,74,,10.1021/acscentsci.0c01379
2374-7951,1,1,1,0,36,0,36,,10.1021/acscentsci.0c00763
2374-7951,1,1,1,0,107,3,110,,10.1021/acscentsci.0c01030
2374-7951,1,1,1,0,43,1,44,,10.1021/acscentsci.9b00706
2374-7951,1,1,1,0,66,0,66,,10.1021/acscentsci.0c00552
2374-7951,1,1,1,0,44,2,46,,10.1021/acscentsci.0c01151
2374-7951,1,1,1,0,41,0,41,,10.1021/acscentsci.0c01522
2374-7951,1,1,1,2,239,5,246,,10.1021/acscentsci.0c01493
2374-7951,1,1,1,0,76,4,80,,10.1021/acscentsci.1c00148
2374-7951,1,1,1,0,45,3,48,,10.1021/acscentsci.1c00483
2374-7951,1,1,1,0,8,2,10,,10.1021/acscentsci.1c00887
2374-7951,1,1,1,0,82,0,82,,10.1021/acscentsci.1c00499
2374-7951,1,1,1,1,62,0,63,,10.1021/acscentsci.9b00551
2374-7951,1,1,1,0,8,1,9,,10.1021/acscentsci.9b00954
2374-7951,1,1,1,0,108,0,108,,10.1021/acscentsci.0c00690
2374-7951,1,1,1,1,104,12,117,,10.1021/acscentsci.0c00592
2374-7951,1,1,1,0,97,0,97,,10.1021/acscentsci.0c01022
2374-7951,1,1,1,3,169,4,176,,10.1021/acscentsci.0c00599
2374-7951,1,1,1,1,50,2,53,,10.1021/acscentsci.9b00200
2374-7951,1,1,1,1,39,1,41,,10.1021/acscentsci.9b00327
2374-7951,1,1,1,0,44,0,44,,10.1021/acscentsci.9b00212
2374-7951,1,1,1,0,9,0,9,,10.1021/acscentsci.9b00842
2374-7951,1,1,1,1,73,0,74,,10.1021/acscentsci.7b00237
2374-7951,1,1,1,0,37,1,38,,10.1021/acscentsci.7b00544
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.8b00087
2374-7951,1,1,1,0,135,0,135,,10.1021/acscentsci.8b00073
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.8b00527
2374-7951,1,1,1,0,76,3,79,,10.1021/acscentsci.0c00567
2374-7951,1,1,1,0,12,1,13,,10.1021/acscentsci.1c00555
2374-7951,1,1,1,0,47,0,47,,10.1021/acscentsci.9b01174
2374-7951,1,1,1,0,10,0,10,,10.1021/acscentsci.0c01187
2374-7951,1,1,1,0,32,0,32,,10.1021/acscentsci.0c00742
2374-7951,1,1,1,2,38,0,40,,10.1021/acscentsci.0c01146
2374-7951,1,1,1,0,8,1,9,,10.1021/acscentsci.0c01576
2374-7951,1,1,1,0,48,0,48,,10.1021/acscentsci.1c00173
2374-7951,1,1,1,0,19,1,20,,10.1021/acscentsci.9b00806
2374-7951,1,1,1,0,71,1,72,,10.1021/acscentsci.9b01005
2374-7951,1,1,1,0,79,6,85,,10.1021/acscentsci.0c00587
2300-9705 2353-2807,1,1,1,0,10,0,10,,10.18276/cej.2017.4-06
1133-9527 1988-2394,1,1,1,1,0,47,48,,10.5209/CFIT.54006
1133-9527 1988-2394,1,1,1,1,0,0,1,,10.5209/CFIT.54016
1133-9527 1988-2394,1,1,1,12,0,38,50,,10.5209/rev_CFIT.2015.v22.50950
1133-9527 1988-2394,1,1,1,0,0,44,44,,10.5209/CFIT.54001
1133-9527 1988-2394,1,1,1,0,0,47,47,,10.5209/CFIT.58138
2624-909X,1,1,1,1,11,11,23,,10.3389/fdata.2021.790158
2624-909X,1,1,1,12,5,5,22,,10.3389/fdata.2019.00048
2624-909X,1,1,1,8,16,49,73,,10.3389/fdata.2020.00005
1958-5500,1,1,1,0,25,0,25,,10.4000/espacepolitique.4251
1958-5500,1,1,1,0,7,0,7,,10.4000/espacepolitique.270
1958-5500,1,1,1,0,12,0,12,,10.4000/espacepolitique.2644
1958-5500,1,1,1,0,28,0,28,,10.4000/espacepolitique.1781
1958-5500,1,1,1,0,16,0,16,,10.4000/espacepolitique.8275
1958-5500,1,1,1,0,13,0,13,,10.4000/espacepolitique.8715
1958-5500,1,1,1,0,19,0,19,,10.4000/espacepolitique.8496
2673-4842,1,1,1,0,19,1,20,,10.3389/froh.2021.638213
2297-4687,1,1,1,3,7,10,20,,10.3389/fams.2020.611854
2297-4687,1,1,1,11,77,6,94,,10.3389/fams.2019.00052
1226-1726 2384-0544,1,1,1,0,19,3,22,,10.15857/ksep.2021.30.1.34
1226-1726 2384-0544,1,1,1,0,30,4,34,,10.15857/ksep.2020.29.3.256
1226-1726 2384-0544,1,1,1,0,25,2,27,,10.15857/ksep.2020.29.1.34
0100-6045 2317-630X,1,1,1,14,0,48,62,,10.1590/0100-6045.2017.v40n3.sc
0100-6045 2317-630X,1,1,1,4,0,12,16,,10.1590/S0100-60452011000100009
0100-6045 2317-630X,1,1,1,0,0,20,20,,10.1590/S0100-60452012000200001
1822-427X 1822-4288,1,1,1,1,21,5,27,,10.7250/bjrbe.2021-16.514
1755-4365 1878-0067,1,1,1,50,0,7,57,,10.1016/j.epidem.2015.08.003
1755-4365 1878-0067,1,1,1,36,0,4,40,,10.1016/j.epidem.2015.06.002
2090-150X 2090-1518,1,1,1,0,19,3,22,,10.1155/2015/292505
2474-252X,1,1,1,3,11,1,15,,10.5811/cpcem.2021.8.53524
2474-252X,1,1,1,1,2,1,4,,10.5811/cpcem.2021.7.53199
2474-252X,1,1,1,1,4,0,5,,10.5811/cpcem.2021.5.51875
2474-252X,1,1,1,2,11,4,17,,10.5811/cpcem.2020.4.46301
2474-252X,1,1,1,1,3,0,4,,10.5811/cpcem.2020.5.48023
2474-252X,1,1,1,3,8,2,13,,10.5811/cpcem.2020.3.45266
2474-252X,1,1,1,1,11,1,13,,10.5811/cpcem.2020.7.48292
2474-252X,1,1,1,3,11,1,15,,10.5811/cpcem.2020.7.47237
1519-311X 1982-2553,1,1,1,8,0,25,33,,10.1590/1982-25542015120031
1519-311X 1982-2553,1,1,1,3,0,10,13,,10.1590/1982-25542015120241
1929-5804 1929-5812,1,1,1,0,1,0,1,,10.5267/j.dsl.2016.1.002
2226-3012 2412-124X,1,1,1,0,1,29,30,,10.28925/2226-3012.2021.101
2226-3012 2412-124X,1,1,1,1,11,9,21,,10.28925/2226-3012.2021.109
2226-3012 2412-124X,1,1,1,0,25,5,30,,10.28925/2226-3012.2021.105
2226-3012 2412-124X,1,1,1,0,12,5,17,,10.28925/2226-3012.2021.108
2577-171X,1,1,1,0,1,0,1,,10.1002/iju5.12200
2577-171X,1,1,1,0,15,3,18,,10.1002/iju5.12262
2577-171X,1,1,1,0,15,0,15,,10.1002/iju5.12273
2577-171X,1,1,1,0,13,0,13,,10.1002/iju5.12284
2577-171X,1,1,1,0,4,0,4,,10.1002/iju5.12134
0970-0358 1998-376X,1,1,1,0,0,5,5,,10.4103/ijps.IJPS_73_18
0970-0358 1998-376X,1,1,1,0,0,2,2,,10.4103/0970-0358.197239
0970-0358 1998-376X,1,1,1,0,0,19,19,,10.4103/0970-0358.182240
0970-0358 1998-376X,1,1,1,0,0,5,5,,10.4103/0970-0358.155264
0970-0358 1998-376X,1,1,1,0,0,17,17,,10.4103/0970-0358.129648
0970-0358 1998-376X,1,1,1,2,0,18,20,,10.4103/0970-0358.129619
0970-0358 1998-376X,1,1,1,0,0,4,4,,10.4103/0970-0358.146695
0970-0358 1998-376X,1,1,1,0,0,11,11,,10.4103/0970-0358.96617
2691-3704,1,1,1,1,87,8,96,,10.1021/jacsau.0c00094
2691-3704,1,1,1,0,21,0,21,,10.1021/jacsau.1c00098
2691-3704,1,1,1,0,46,0,46,,10.1021/jacsau.0c00114
2691-3704,1,1,1,0,47,0,47,,10.1021/jacsau.1c00044
2691-3704,1,1,1,0,72,1,73,,10.1021/jacsau.1c00160
2691-3704,1,1,1,0,56,1,57,,10.1021/jacsau.1c00179
2691-3704,1,1,1,0,61,0,61,,10.1021/jacsau.1c00155
2691-3704,1,1,1,0,38,1,39,,10.1021/jacsau.1c00068
